pnode,person,a1,intermidiet1,a2,pre_gender,gender
https://r11.eu/rdf/resource/ed7b4f73-d057-4473-98f0-5d6884defa10,"Akindynos, son of Radolibos tax-payer",https://r11.eu/rdf/resource/b533f722-f7e3-4300-a1ce-6a9d315f105d,https://r11.eu/rdf/resource/63672167-2385-4175-b84e-da4d0355fbd9,https://r11.eu/rdf/resource/3d77b88f-c79d-48e4-9351-ac48dded8a84,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/aecffc7a-d9af-480f-8df9-5a810a57d8cd,"Akritas, father of paroikos Theodoros at Dobrobikeia",https://r11.eu/rdf/resource/ca778043-85d2-42f5-9fd5-a31e22d2eb3b,https://r11.eu/rdf/resource/f602e6a8-94e8-4657-9f43-94e44de53ba8,https://r11.eu/rdf/resource/3e4c270f-3e9c-466d-ab68-cf3ed678451d,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/0ed8a4f2-5403-45e2-8cf5-f9d33289a615,"'Allaf, son of Hassan ibn al-Mufarrij",https://r11.eu/rdf/resource/87c23624-033f-4b60-9c2c-5ecb613b7cf9,https://r11.eu/rdf/resource/e5e97d2b-c740-4776-9cfd-3116dc0367ce,https://r11.eu/rdf/resource/c24cc8ca-a8f5-4cf8-aa73-169b046c8e8f,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/5164d254-97c9-4b79-b29c-fcc6f7cf3358,"Aleim, Arab commander of the fort of Berkri",https://r11.eu/rdf/resource/36ee48ca-4fc9-47e5-8db1-e724a1957e5d,https://r11.eu/rdf/resource/ef5aeb33-8cab-49f0-bba7-46cc3533d224,https://r11.eu/rdf/resource/bd981fa6-cad5-4ff0-b14c-e76b2a26e2a6,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/6c1d0118-e75c-4688-b848-111496417e78,"Alexandros Kabasilas, military commander",https://r11.eu/rdf/resource/9ca6bd5b-1d08-4e43-8c1e-e58d1cb81a3b,https://r11.eu/rdf/resource/531cf8aa-5af9-4ab0-b571-16a99115eea4,https://r11.eu/rdf/resource/d4024fb9-c8e3-4960-ba65-0289e6ed3b17,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/822f27b4-f6c0-40f0-b1db-4d4b408be0d4,Emperor Alexios I Komnenos,https://r11.eu/rdf/resource/e3dcdb12-76e4-4311-ac0a-0d53fc4dd9b6,https://r11.eu/rdf/resource/20bb9fea-af25-4e57-945e-965030cc7128,https://r11.eu/rdf/resource/2b805aba-04ae-49ca-9c15-1bbd389b79e3,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/1cde4736-9870-40a1-94a9-1e26d8f56b95,"Alexios Stoudites, patriarch of Constantinople",https://r11.eu/rdf/resource/1d0167c9-0940-4f74-9730-922da91b94fa,https://r11.eu/rdf/resource/d6952766-9589-4487-81bb-7b88e6486407,https://r11.eu/rdf/resource/4436ab98-f0d9-4196-bcc3-b332efb7c4a6,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/fd5a3af3-51c5-4cfe-b5db-6282a0dcbbaf,"Alkan, leader of the Chorasmians",https://r11.eu/rdf/resource/162a5162-e7f4-454a-8852-a53a6bc7f367,https://r11.eu/rdf/resource/8c259c1e-8dab-4ba9-af32-01724012d1b5,https://r11.eu/rdf/resource/1586607c-0c6d-4e71-8258-8638f324fbcb,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/0f7afd6a-cdd8-4a6e-b7bf-19bff9fd2c82,"Alousianos, son of Ioannes/John Vladislav",https://r11.eu/rdf/resource/2078ad35-96da-490f-a377-c9b14da9aa66,https://r11.eu/rdf/resource/f0f47899-274f-43f9-ae99-27a2dd6119e6,https://r11.eu/rdf/resource/aa50430e-d3b0-41f4-b8ba-c4c06600cc01,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/f47619fe-f1f7-4723-96e2-237c3569bb4a,"Alp Arslan, Seljuk Sultan",https://r11.eu/rdf/resource/e4210a95-0e9f-4a97-9eaf-993d6479bafd,https://r11.eu/rdf/resource/b27028b0-baf5-4db3-a509-d21dabe9ad82,https://r11.eu/rdf/resource/df2dc2fd-8355-4032-acd6-a9d2bb66d68d,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/81ed4e37-e9f1-4c42-adb3-5f2e7ac52814,"Alypios, father-in-law of Konstantinos VIII",https://r11.eu/rdf/resource/8aab9415-0f63-46a1-8bf6-4f133b413a51,https://r11.eu/rdf/resource/9155a3d1-b0da-4b72-93d3-cd58cebfe649,https://r11.eu/rdf/resource/15cfeaae-68ef-458b-ba26-76fa6338c09b,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/d53546e4-6a0a-417a-8790-01010cb313b9,"Aboulchare, doux of Italy",https://r11.eu/rdf/resource/7da204ab-8548-4376-b02a-2ec42de8c8b8,https://r11.eu/rdf/resource/351755fe-2eb6-4e02-b91b-534ba1ab81cb,https://r11.eu/rdf/resource/7f259fb2-427d-46fe-9d16-f61856272d7a,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/8e560eca-c5c3-4ac6-8fbb-412a85769b80,"Amer, son of the ruler of Aleppo",https://r11.eu/rdf/resource/db2fd3ce-751a-447e-b591-ba60717499e5,https://r11.eu/rdf/resource/47d89392-ab5d-4ca1-a5ad-27fa0a75954b,https://r11.eu/rdf/resource/ef9f9f1e-c1cf-4e21-ba94-55ce14c7bb18,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/3628f6d3-9043-4c57-b914-b7a29486de31,"Amer, amir of Egypt",https://r11.eu/rdf/resource/8a8cdad7-2006-47c8-b1a3-908b8deaf48d,https://r11.eu/rdf/resource/204352c1-a9f8-48c6-881e-e73aae9dace4,https://r11.eu/rdf/resource/23a9bda2-2ba4-414d-93ad-e580e73513af,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/caad1514-407e-4a40-81b4-2bdb0b97516f,"Amertikes, Turkish commander",https://r11.eu/rdf/resource/46fd6546-bef3-47ba-ac3f-c6d99db4a500,https://r11.eu/rdf/resource/44b035ae-2dff-4749-8325-34828d40389e,https://r11.eu/rdf/resource/f54688ec-d618-4a0d-9c76-bfad08c15a79,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/6e685997-9862-4dea-a93c-1937631f1152,"Anastasios, prefect of Constantinople in 1042",https://r11.eu/rdf/resource/c139d879-3517-495d-88a9-f76d55502451,https://r11.eu/rdf/resource/c248b59b-e401-4417-83a1-580ffe8e5141,https://r11.eu/rdf/resource/3a3d1949-31f8-466e-9063-01870e8ab1c5,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/c453eb28-ea47-4fa5-88bf-5aea2cf1be73,"Anastasios, logothetes",https://r11.eu/rdf/resource/8e639781-2ece-44e5-8e12-fccb93996ef7,https://r11.eu/rdf/resource/c0b8962c-60a6-46b8-9cf1-1d90be923d58,https://r11.eu/rdf/resource/d2709f17-3e8e-4353-b4ef-b9698a632374,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/3c6d81a7-f440-40b9-9da4-b4e0e32e50d2,"Anastasios Podogorianites, tax-payer at Dobrobikeia",https://r11.eu/rdf/resource/149f263f-d831-4030-b366-71491c67eae4,https://r11.eu/rdf/resource/e54008d1-2f3d-4431-89f2-17c1797e47cc,https://r11.eu/rdf/resource/024a8b15-426c-43ac-a2ac-7f9eae620c77,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/dd5a9bc8-5e07-419f-b11d-e5f4585724ef,"Anastasios, hegoumenos of Hagioi Anargyroi (on Athos?)",https://r11.eu/rdf/resource/8f9cbae9-e9fb-446d-b7eb-09b77b059862,https://r11.eu/rdf/resource/cbb682cb-65f8-4fcd-a1f7-ae65e8d741ea,https://r11.eu/rdf/resource/5c9326df-abad-44d3-ab0f-ba3a603b8dc9,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/c3e1c490-0220-4a75-94de-db0f76a6932f,"Andreas, presbyter on Athos (Iveron?)",https://r11.eu/rdf/resource/bbb8dcbf-59c4-4d51-8789-c945e438e1a0,https://r11.eu/rdf/resource/e078f867-af99-4ff9-9023-50f47046353a,https://r11.eu/rdf/resource/5295f4ba-bba0-4779-ad8a-2c624429a64f,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/c3516bc4-6d63-4755-baa8-9f77e75dd934,"Andreas, father of paroikos Konstantinos at Kamena",https://r11.eu/rdf/resource/8468ff49-be03-4f28-bb80-239396e36150,https://r11.eu/rdf/resource/bba6b845-c5a9-4989-a75a-736a82f8f5ba,https://r11.eu/rdf/resource/ef019cff-0000-4fa3-a72a-1be8f55dbdc9,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/2e1f0f36-5c4f-464b-a12b-efd01ac68439,"Andronikos Doukas, son of the kaisar Ioannes",https://r11.eu/rdf/resource/948d6781-100e-432c-8105-7230d6575b82,https://r11.eu/rdf/resource/a3b1cc3d-da46-4bc1-ac66-a5c9bdca4d16,https://r11.eu/rdf/resource/43b786de-dc31-4127-8fac-d94a19ec4908,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/d90ed912-779d-4f91-b6a9-e7ebd795154b,"Andronikos Doukas, brother of Michael VII",https://r11.eu/rdf/resource/4e94fc56-d8e6-449e-a5c3-e20e43d2b97d,https://r11.eu/rdf/resource/d20b385a-68f9-4146-9d4c-b18865d375dc,https://r11.eu/rdf/resource/6ce6ad6e-df37-409d-a56d-6ac312ebd46d,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/fe509b6b-442a-433a-95aa-713e4e053569,"Andronikos Philokales, katepano of Bulgaria",https://r11.eu/rdf/resource/6c172b6d-a957-488f-b90a-5e825a8247c7,https://r11.eu/rdf/resource/1f12e1da-a35a-453f-a486-443bb9b9fe8a,https://r11.eu/rdf/resource/68b88cfa-f90f-4e9e-8bf7-953a84bae00d,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/ed531035-4fc6-43de-b3b3-2475f74ad37d,"Andronikos, krites and anagrapheus of Boleron, Strymon and Thessalonike",https://r11.eu/rdf/resource/c80af479-8fd7-454c-836d-220601a619d1,https://r11.eu/rdf/resource/823ce271-a7b3-4476-89b9-7dc7afdef8f0,https://r11.eu/rdf/resource/8f6c7cbe-aa8b-4a95-bba1-30fa6d9e7af2,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/53ba1511-71c3-4eb5-9e67-def1e5c7b6af,"Aniketos, father of Radolibos tax-payer",https://r11.eu/rdf/resource/783eb2d1-8173-47ca-b26b-753597198e7c,https://r11.eu/rdf/resource/d90d0b21-6e7a-4ea9-8748-923bc62797e4,https://r11.eu/rdf/resource/dc08c038-6166-44bc-bc08-642b1f504361,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/79f346eb-e45e-483f-a3ad-23dc7b1c2411,"(Ioannes) Bryennios the patrikios, father of the kaisar",https://r11.eu/rdf/resource/0a1317dc-44dd-4092-a21d-9ad8b7de1362,https://r11.eu/rdf/resource/695d791e-4562-4de1-9b65-a49725990b4a,https://r11.eu/rdf/resource/ff0a9ae8-77b4-406d-a1db-6ac90b417adf,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/7711e00b-0ecd-47c8-9f7b-316d1563ff21,hegoumenos of Stoudios in 1059,https://r11.eu/rdf/resource/3f4b7e56-868a-445d-84f5-1abe7e80d461,https://r11.eu/rdf/resource/cd54111a-317a-4ecd-ba51-d533e8465201,https://r11.eu/rdf/resource/adf63b6b-0d9b-4894-ab79-f9a493449d51,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/d1ee35a5-d79d-4f6b-a6f5-8ed192097479,prefect of Constantinople in 1060/61,https://r11.eu/rdf/resource/caf8f4ef-3a62-4c5d-86c2-a82a9a404163,https://r11.eu/rdf/resource/702f8a85-da5d-4222-9952-7b7dfba807ae,https://r11.eu/rdf/resource/9f8aa816-bfe8-43e9-98db-c50d3a7fc781,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/80cae7b7-97e8-46ee-9d23-6b9c043e4ca7,treacherous Armenian advisor of Romanos IV,https://r11.eu/rdf/resource/ba13330b-c24e-4dc1-94ac-c03ad6428941,https://r11.eu/rdf/resource/1adb42c1-3140-48a3-9fc2-5518b64b5a20,https://r11.eu/rdf/resource/65b88ac7-a742-420f-b5e2-bbae744f621c,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/280aa87a-66a2-414c-9f77-3bfe612f236f,general at Melitene under Romanos IV,https://r11.eu/rdf/resource/2369f29f-bb1b-4cc0-81e1-b5b23dc8ddd6,https://r11.eu/rdf/resource/88758b4f-d7d9-403f-9157-69c6655c9798,https://r11.eu/rdf/resource/26ce1441-398c-4100-8aa4-33ed48a2129b,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/334eda63-2610-49dc-95e2-3363b38c4f58,strategos of Artah,https://r11.eu/rdf/resource/ecdaaaa4-c81a-4fcf-8518-687734a3b1de,https://r11.eu/rdf/resource/04668010-b878-40e1-ae76-261048332266,https://r11.eu/rdf/resource/ee10fab9-ffc9-42b2-9fb4-9e6a8a985bc2,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/e90209a5-a9b9-48a7-a837-80003bfb3486,German official who accused Robert Crepin of treachery,https://r11.eu/rdf/resource/20d421fd-3292-43ef-bb3f-3998fd9c62b6,https://r11.eu/rdf/resource/bbea6e81-d026-432d-867d-21966cd7f56b,https://r11.eu/rdf/resource/acd74588-0ef8-48e5-b998-f2821740545d,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/f1ffc919-bca2-4591-badd-aeecc04bcddb,Turkish commander executed by Romanos IV Diogenes,https://r11.eu/rdf/resource/933484bf-d11f-4cdd-a28e-352a9b3f70f2,https://r11.eu/rdf/resource/22c6e918-60b7-4a99-9873-0f00820634ec,https://r11.eu/rdf/resource/096d9181-765e-4255-8f90-1f9c9a4a7c6c,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/234528d3-d356-43ca-be4a-26d69fbdafd0,Turkish general sent by Alp Arslan against Erisgen,https://r11.eu/rdf/resource/14c931e8-d0e3-4af3-ab8a-52da886746f3,https://r11.eu/rdf/resource/1fb5af56-dab7-422d-8698-08221cf7627e,https://r11.eu/rdf/resource/ec06349f-2904-421e-8161-9808c357ba0d,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/5f11e983-8dbe-49d6-9eee-f8a05064963f,soldier who stole a donkey at Mantzikert,https://r11.eu/rdf/resource/e45d66ea-6f53-4211-a9cf-5bfc4720250e,https://r11.eu/rdf/resource/73353a89-5a1f-49c9-9d72-27ba0ae41ab2,https://r11.eu/rdf/resource/1a4692c4-b6c6-4d7d-a160-cee0a190b3dd,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/1cd999dd-cadf-4daf-a248-b0c7b10c5cd4,priest at Mantzikert,https://r11.eu/rdf/resource/d08b63db-3c07-4e0a-8703-076b2bbbb1fe,https://r11.eu/rdf/resource/fe309b61-f635-4faa-a09a-c928fb3ed63f,https://r11.eu/rdf/resource/51e38c3b-8352-4a3b-a81f-ca6b69e793d4,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/3f7daee9-74e8-47b2-a627-74fee67b1941,child (son?) of Romanos IV,https://r11.eu/rdf/resource/7f67ce2b-1b13-4d66-b643-23ccec9b9623,https://r11.eu/rdf/resource/5b44934c-46f5-4269-b83d-c28ac4cbbbf2,https://r11.eu/rdf/resource/27496248-1c31-44fe-b030-07fa151aedcf,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/6b51dbbc-b080-41b9-81b2-cae70da5325a,metropolitan of Chalcedon [1072],https://r11.eu/rdf/resource/bca67cd5-60a8-4d47-afe2-6da627a86f98,https://r11.eu/rdf/resource/19805771-3ce6-4a3b-be21-cf0523f24285,https://r11.eu/rdf/resource/586052e2-68b1-4abb-9ea8-e865fb8a9c2a,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/d31ddd04-f72b-4ca3-beda-fc663b4c26de,"Longibardopoulos, ally of the Serbs in 1072",https://r11.eu/rdf/resource/9e9a8b9f-7b0b-46c6-8e1d-351702887044,https://r11.eu/rdf/resource/1fedba25-5282-4222-9bd2-3353aff5d4ff,https://r11.eu/rdf/resource/fb62ecf6-655f-441b-ab0d-68796317a856,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/74d573d0-943f-4d33-868e-1629226a7ae7,strategos of Kastoria in 1072,https://r11.eu/rdf/resource/0e7f5233-9488-4fcd-b17e-df90b300d8fb,https://r11.eu/rdf/resource/2fd50620-c57a-4656-8dfe-feb580327625,https://r11.eu/rdf/resource/df70256b-5229-4ce2-ad09-aedfebfe1f7a,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/716faa8e-21ce-46b8-bbac-33190ec0cecc,ally of the Croatian (Bulgarian) rebels in 1072,https://r11.eu/rdf/resource/6659949c-167b-4777-b509-e95016ba3c2a,https://r11.eu/rdf/resource/d8a836f2-45e9-404d-b093-ae30267c5352,https://r11.eu/rdf/resource/5d0b8414-89e5-4579-b208-e9d5e9e3e1c0,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/6737a250-a3bb-4dce-9cf6-d966d0936fa7,"Probatas, military commander in 1072",https://r11.eu/rdf/resource/d78b7e7f-de16-40a9-b594-8886441af505,https://r11.eu/rdf/resource/fd490e65-68b9-4073-a428-e27212144264,https://r11.eu/rdf/resource/689e5073-6b53-45a6-994a-8c8d14eaf4cf,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/a11f451d-8888-4216-a0dd-c936ac5c4854,soldier in pillage of St Achilleios,https://r11.eu/rdf/resource/1fbbdd82-d9f6-43c5-8284-1e07d5d02ae0,https://r11.eu/rdf/resource/d9fa7a64-c98c-4f7c-97a5-380bc1dbe540,https://r11.eu/rdf/resource/6e0779e6-d496-4bde-a2e0-911fa0b62afd,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/698ff258-4eb3-4aeb-a60e-3158525eb04d,"prince of Salerno, father-in-law of Robert Guiscard",https://r11.eu/rdf/resource/bce6186d-ed28-4874-a9eb-edbcf87e851d,https://r11.eu/rdf/resource/0c7e13c2-76f4-47af-9200-6e9d1f974bf1,https://r11.eu/rdf/resource/f2bd56bb-912a-4508-8749-16a249560e1d,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/c3fdd9b9-244c-40a0-a118-458d8259fe4b,"Goudeles, supporter of Nikephoros III Botaneiates",https://r11.eu/rdf/resource/0b047353-3baf-44d7-ba13-0363ea4ff7c3,https://r11.eu/rdf/resource/13662e5e-67d0-4ca4-914d-19810a0bda8e,https://r11.eu/rdf/resource/388fa54f-7b57-4f52-9ae8-8a4901c717d0,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/8e202eed-ad41-4a0d-a590-01615fe2d680,Seljuk sultan (Malik-shah?),https://r11.eu/rdf/resource/50e26b1c-3988-4554-b39f-ec2f89e1669b,https://r11.eu/rdf/resource/c7799bb5-327e-41bf-b14b-7066478a79d0,https://r11.eu/rdf/resource/147e93f5-2164-4581-9667-6527c0eac9d9,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/105ce25d-68f4-406e-a05e-78183626a173,"Abbasid caliph, perhaps in 1078",https://r11.eu/rdf/resource/9c2f3e1d-6359-4c78-b2ac-709d92b4f348,https://r11.eu/rdf/resource/80707123-9b87-4c43-8678-04ef21122f3c,https://r11.eu/rdf/resource/1d7ce87d-79fc-4543-8515-8cffe6687d54,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
